PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Abstract,Keywords,pub_types,mesh_terms
36259674,The 2022 human monkeypox outbreak: Clinical review and management guidance.,"Mohammed Aldhaeefi, Dhakrit Rungkitwattanakul, Jacqueise Unonu, Careen-Joan Franklin, Jessica Lyons, Katherine Hager, Monika N Daftary",American journal of health-system pharmacy : AJHP : official journal of the American Society of Health-System Pharmacists. 2023. doi: 10.1093/ajhp/zxac300..,Aldhaeefi,American journal of health-system pharmacy : AJHP : official journal of the American Society of Health-System Pharmacists,2023,2023/01/05,,,10.1093/ajhp/zxac300,"PURPOSE: The objective of this clinical review is to provide an overview of antiviral therapies for monkeypox treatment and summarize the role of vaccines in monkeypox prevention. SUMMARY: The human monkeypox virus is a double-stranded DNA virus of the Orthopoxvirus genus of the Poxviridae family. The estimated case fatality rate for monkeypox ranges between 0% and 11%. The first human monkeypox infection was reportedly due to an unidentified animal reservoir. Per the Centers for Disease Control and Prevention, isolation and infection control procedures should be followed in the care of those infected with monkeypox virus. Monkeypox virus infection symptoms include rash, fever, chills, headache, muscle aches, backache, and fatigue that may progress to exhaustion. Severe complications such as encephalitis, pneumonia, and retropharyngeal abscess could appear in immunocompromised or critically ill patients. There are currently no specific Food and Drug Administration (FDA)-approved therapies for monkeypox. As with most viral infections, supportive care is the backbone of monkeypox clinical management. However, therapies effective for smallpox, such as cidofovir, brincidofovir, and tecovirimat, have previously been reported to be effective in the management of monkeypox. Pre- and postexposure prophylaxis to prevent monkeypox transmission are recommended in the US for those at high risk for disease transmission. CONCLUSION: There are no FDA-approved treatments for monkeypox infection. Surveillance and detection of monkeypox among high-risk populations should be implemented to help understand the epidemiology of this disease.",antivirals; infection; monkeypox; pandemic; vaccine; zoonotic,Review; Journal Article,"[MeSH] Animals; [MeSH] Humans; [MeSH] Mpox, Monkeypox; [MeSH] Monkeypox virus; [MeSH] Disease Outbreaks; [MeSH] Cidofovir; [MeSH] Exanthema"
36951352,Monkeypox (Mpox) outbreak during COVID-19 pandemic-Past and the future.,"Durre Aden, Sufian Zaheer, Rohit Kumar, Sunil Ranga",Journal of medical virology. 2023. doi: 10.1002/jmv.28701..,Aden,Journal of medical virology,2023,2023/04/01,,,10.1002/jmv.28701,"Monkeypox infection (Mpox) is caused by the Orthopoxvirus (OPXV) genus of the Poxviridae family, closely resembling its more famous sibling smallpox. Recently World Health Organization (WHO), have renamed monkeypox as Mpox citing racial concerns, so we will be referring to monkeypox as Mpox. There has been a recent outbreak in May 2022 when Mpox cases were identified in all six WHO regions. On July 23, 2022, WHO declared it a public health emergency. Before the current outbreak, Mpox had been reported in people from several parts of central and west African countries; and almost all Mpox cases in people outside of Africa were linked to international travel to countries where the disease commonly occurs or through imported animals. With the waning of smallpox vaccine-induced immunity, Mpox can spread in the global population. Though the virus generally does not cause high mortality in immunocompetent individuals, however, severe disease and mortality may result if the virus spreads to immunocompromised individuals, children, elderly individuals, pregnant women, and individuals living with comorbidities such as diabetes. The current transmission was suspected to have occurred through sexual activity in 95% of the persons with infection. It was found that 98% of the persons with infection were either gay or bisexual men, with 41% suffering from HIV infection. The reasons behind this current epidemiological behavior have to be studied further to formulate a hypothesis that, is it the homosexuals who need to be more concerned or is it a global concern, and is monkeypox changing its behaviour to a sexually transmitted infection? The rash, along with associated lymphadenopathy, is a clue toward Mpox infection, but polymerase chain reaction is needed for the confirmative diagnosis. With the discovery of a vaccine, repurposed antivirals, and precautionary steps to prevent the spread of infection, it might help in the containment of the virus. In addition, what we already know about Mpox has to be re-evaluated, because most of the information gathered is from low-resource settings in Africa. The world at large and health care agencies specifically needs to galvanize a well-funded global plan and research initiatives to contain the spread of Mpox. In this article, we have attempted to make the readers aware of the biology, etiopathogenesis including the changes at the cellular level the virus is causing, the changing trends of the virus transmission, and the clinical manifestations. We have also attempted to elaborate on the potential challenges and the need for early diagnosis and containment of this Mpox outbreak. This could be achieved by effectieve use of vaccination and taking social safety measures, especially by the communities at risk.",2022 outbreak; COVID-19; Monkeypox; Monkeypox Virus; orthopox,Journal Article; Review,"[MeSH] Female; [MeSH] Pregnancy; [MeSH] Animals; [MeSH] Male; [MeSH] Humans; [MeSH] COVID-19; [MeSH] Mpox, Monkeypox; [MeSH] HIV Infections; [MeSH] Pandemics; [MeSH] Disease Outbreaks"
36858615,Smallpox and monkeypox: Looking back and looking ahead.,"Paolo Sossai, Domenico Staiti, Massimiliano Cannas, Piero Grima",Cleveland Clinic journal of medicine. 2023. doi: 10.3949/ccjm.90a.22067..,Sossai,Cleveland Clinic journal of medicine,2023,2023/03/01,,,10.3949/ccjm.90a.22067,"The monkeypox (mpox) epidemic was declared a global health emergency in July 2022. The mpox virus belongs to the same virus family as the smallpox, or variola virus, but the infection is a less lethal threat than smallpox. Nevertheless, its relationship to smallpox is a worldwide concern, as is the discontinuation of universal smallpox vaccinations since the 1980s. Newer therapies and vaccines are available for both infections, including 2 antiviral drugs that can be used under certain conditions. Two vaccines have been developed for mpox prevention, but clarity is needed on when and how to use them. Preventive public health measures and prioritization of resources for managing infectious disease are concerns.","[MeSH] Humans; [MeSH] Smallpox; [MeSH] Variola virus; [MeSH] Mpox, Monkeypox; [MeSH] Antiviral Agents; [MeSH] Epidemics",Journal Article; Review,"[MeSH] Humans; [MeSH] Smallpox; [MeSH] Variola virus; [MeSH] Mpox, Monkeypox; [MeSH] Antiviral Agents; [MeSH] Epidemics"
36912557,Renaming monkeypox to Mpox: correspondence.,"Parul C Gupta, Prakasini Satapathy, Ankur Gupta, Bijaya K Padhi, Ranjit Sah","International journal of surgery (London, England). 2023. doi: 10.1097/JS9.0000000000000237..",Gupta,"International journal of surgery (London, England)",2023,2023/03/01,,,10.1097/JS9.0000000000000237,,"[MeSH] Humans; [MeSH] Mpox, Monkeypox",Letter,"[MeSH] Humans; [MeSH] Mpox, Monkeypox"
36751952,Monkeypox: a review of the 2022 outbreak.,"Eleanor Y Lim, James Whitehorn, Lucy Rivett",British medical bulletin. 2023. doi: 10.1093/bmb/ldad002..,Lim,British medical bulletin,2023,2023/04/05,,,10.1093/bmb/ldad002,"INTRODUCTION: In May 2022, the World Health Organisation declared a multi-country monkeypox outbreak in non-endemic countries following cases reported from 12 member states that were not endemic for monkeypox virus. SOURCES OF DATA: Pubmed search. AREAS OF AGREEMENT: The virology, epidemiology, transmission, incubation and aspects of infection control are described. Clinical features of previous and current outbreaks are described, with growing observations that the current outbreak presents with clinical features distinct from previous outbreaks. AREAS OF CONTROVERSY: There are variations in clinical presentations seen in the current outbreak that have not been seen in prior outbreaks. More research is needed to investigate the reasons for these differences. GROWING POINTS: The higher numbers of HIV-positive patients in the current outbreak has allowed better description of the disease in patients co-infected with HIV and monkeypox. The absence of more severe symptoms in HIV-positive patients in the current outbreak could possibly be due to the fact that most of these patients had well-controlled HIV, although further characterization of this cohort of patients would be useful. AREAS FOR DEVELOPING RESEARCH: Current treatment and vaccination options have been extrapolated from studies of other Orthopox viruses. There remains a need for more data on the safety and efficacy of these options in the context of monkeypox infections.",2022 outbreak; monkeypox; orthopoxvirus; zoonosis,Review; Journal Article,"[MeSH] Humans; [MeSH] Mpox, Monkeypox; [MeSH] Disease Outbreaks; [MeSH] Infection Control; [MeSH] Vaccination; [MeSH] HIV Infections"
36905148,A Case of Mpox Reinfection.,"Stefano Musumeci, Iris Najjar, Emmanuelle Boffi El Amari, Manuel Schibler, Frédérique Jacquerioz, Sabine Yerly, Adriana Renzoni, Alexandra Calmy, Laurent Kaiser",Clinical infectious diseases : an official publication of the Infectious Diseases Society of America. 2023. doi: 10.1093/cid/ciad147..,Musumeci,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,2023,2023/07/05,,,10.1093/cid/ciad147,"A healthy young man first diagnosed with mpox in May 2022 presented again in November 2022 with anal proctitis and a positive polymerase chain reaction on a rectal swab for Monkeypox virus after a recent trip to Brazil, where he engaged in condomless sexual intercourse with multiple male partners.",Monkeypox virus; immunity; mpox; reinfection,Case Reports; Journal Article,"[MeSH] Humans; [MeSH] Male; [MeSH] Mpox, Monkeypox; [MeSH] Reinfection; [MeSH] Brazil; [MeSH] Monkeypox virus; [MeSH] Polymerase Chain Reaction"
36591217,COVID-19 and monkeypox co-infection: A rapid systematic review.,"Amr Ehab El-Qushayri, Abdullah Reda, Jaffer Shah",Frontiers in immunology. 2022. doi: 10.3389/fimmu.2022.1094346..,El-Qushayri,Frontiers in immunology,2022,2022/12/14,,,10.3389/fimmu.2022.1094346,"In this paper we aimed to study the characteristics, laboratory data and outcomes of monkeypox virus (MPV) and COVID-19 co-infection. On 2nd October 2022, we used the search term ""(""monkeypox virus"" OR ""MPV"" OR ""monkey pox"" OR ""monkeypox"") AND (""COVID-19"" OR ""COVID 19"" OR ""novel coronavirus"" OR ""SARS-CoV-2"")"" in five databases to collect the relevant articles. We found three male patients, who had sex with men prior to the infection, had multiple comorbid conditions, were diagnosed with PCR, and were admitted to the hospital. The length of hospital stay was 4, 6, and 9 days. On admission, two cases had multiple vesicular lesions on various sites of the body associated with tonsillar inflammation, while the third case had genital ulcers and inguinal lymph node enlargement. All cases were managed in the hospital and recovered well. It might still be too early to establish solid evidence about the exact cause-effect association between SARS-CoV-2 and MPV co-infection and patient's outcomes because of the current low sample size. Accordingly, future relevant investigations, estimating the risk ratio of this association are needed to formulate definite evidence.",COVID19; SARS- CoV2; coinfection - disease; infection; monkeypox,Journal Article; Systematic Review,"[MeSH] Humans; [MeSH] Male; [MeSH] Coinfection; [MeSH] COVID-19; [MeSH] Hospitalization; [MeSH] Length of Stay; [MeSH] Mpox, Monkeypox"
36657823,Auricular manifestation of Mpox (monkeypox).,"George Williams, Carolina Watters, Natalie Watson",BMJ case reports. 2023. doi: 10.1136/bcr-2022-252931..,Williams,BMJ case reports,2023,2023/01/19,,,10.1136/bcr-2022-252931,"This case discusses a man in his 20s, referred to the ear, nose and throat department with a suspected ear lobe abscess. He presented with a 5-day history of worsening ear pain, fevers and localised papules. An in-depth history showed a relevant sexual health history and medical history. Initial investigations shone no light on the cause of the infection. A second presentation with further generalised symptoms, including further outbreaks of pustules, led to PCR testing, confirming the presence of mpox (monkeypox) virus. He was admitted to the infectious disease ward where he made a good recovery and was supported until discharge.","Ear, nose and throat/otolaryngology; Infectious diseases; Public health",Case Reports; Journal Article,"[MeSH] Male; [MeSH] Humans; [MeSH] Mpox, Monkeypox; [MeSH] Pharynx; [MeSH] Nose; [MeSH] Neck; [MeSH] Disease Outbreaks"
38401556,"Paediatric, maternal, and congenital mpox: a systematic review and meta-analysis.","Nuria Sanchez Clemente, Charlotte Coles, Enny S Paixao, Elizabeth B Brickley, Elizabeth Whittaker, Tobias Alfven, Stephen Rulisa, Nelson Agudelo Higuita, Paul Torpiano, Priyesh Agravat, Emma V Thorley, Simon B Drysdale, Kirsty Le Doare, Jean-Jacques Muyembe Tamfum",The Lancet. Global health. 2024. doi: 10.1016/S2214-109X(23)00607-1..,Sanchez,The Lancet. Global health,2024,2024/02/21,,,10.1016/S2214-109X(23)00607-1,"BACKGROUND: Although mpox has been detected in paediatric populations in central and west Africa for decades, evidence synthesis on paediatric, maternal, and congenital mpox, and the use of vaccines and therapeutics in these groups, is lacking. A systematic review is therefore indicated to set the research agenda. METHODS: We conducted a systematic review and meta-analysis, searching articles in Embase, Global Health, MEDLINE, CINAHL, Web of Science, Scopus, SciELO, and WHO databases from inception to April 17, 2023. We included studies reporting primary data on at least one case of confirmed, suspected, or probable paediatric, maternal, or congenital mpox in humans or the use of third-generation smallpox or mpox vaccines, targeted antivirals, or immune therapies in at least one case in our population of interest. We included clinical trials and observational studies in humans and excluded reviews, commentaries, and grey literature. A pooled estimate of the paediatric case fatality ratio was obtained using random-effects meta-analysis. This study is registered with PROSPERO (CRD420223336648). FINDINGS: Of the 61 studies, 53 reported paediatric outcomes (n=2123 cases), seven reported maternal or congenital outcomes (n=32 cases), two reported vaccine safety (n=28 recipients), and three reported transmission during breastfeeding (n=4 cases). While a subset of seven observational studies (21 children and 12 pregnant individuals) reported uneventful treatment with tecovirimat, there were no randomised trials reporting safety or efficacy for any therapeutic agent. Among children, the commonest clinical features included rash (86 [100%] of 86), fever (63 [73%] of 86), and lymphadenopathy (40 [47%] of 86). Among pregnant individuals, rash was reported in 23 (100%) of 23; fever and lymphadenopathy were less common (six [26%] and three [13%] of 23, respectively). Most paediatric complications (12 [60%] of 20) arose from secondary bacterial infections. The pooled paediatric case fatality ratio was 11% (95% CI 4-20), I2=75%. Data from 12 pregnancies showed half resulted in fetal death. Research on vaccine and immune globulin safety remains scarce for children and absent for pregnant individuals. INTERPRETATION: Our review highlights critical knowledge gaps in the epidemiology, prevention, and treatment of mpox in children and pregnant individuals, especially those residing in endemic countries. Increased funding, international collaboration, and equitable research is needed to inform mpox control strategies tailored for at-risk communities in endemic countries. FUNDING: None. TRANSLATIONS: For the French, Spanish and Portuguese translations of the abstract see Supplementary Materials section.","[MeSH] Humans; [MeSH] Female; [MeSH] Pregnancy; [MeSH] Child; [MeSH] Child, Preschool; [MeSH] Infant; [MeSH] Infant, Newborn; [MeSH] Mpox, Monkeypox","Meta-Analysis; Systematic Review; Journal Article; Research Support, Non-U.S. Gov't","[MeSH] Humans; [MeSH] Female; [MeSH] Pregnancy; [MeSH] Child; [MeSH] Child, Preschool; [MeSH] Infant; [MeSH] Infant, Newborn; [MeSH] Mpox, Monkeypox"
37460354,Equitable global allocation of monkeypox vaccines.,"G Owen Schaefer, Ezekiel J Emanuel, Caesar A Atuire, R J Leland, Govind Persad, Henry S Richardson, Carla Saenz",Vaccine. 2023. doi: 10.1016/j.vaccine.2023.07.021..,Schaefer,Vaccine,2023,2023/07/16,,,10.1016/j.vaccine.2023.07.021,"With the world grappling with continued spread of monkeypox internationally, vaccines play a crucial role in mitigating the harms from infection and preventing spread. However, countries with the greatest need - particularly historically endemic countries with the highest monkeypox case-fatality rates - are not able to acquire scarce vaccines. This is unjust, and requires rectification through equitable allocation of vaccines globally. We propose applying the Fair Priority Model for such allocation, which emphasizes three key principles: 1) preventing harm; 2) prioritizing the disadvantaged; and 3) treating people with equal moral concern. Post-exposure prophylaxis (PEPV) has the most potential to mitigate harm, and so ensuring countries have sufficient supply for PEPV should be the first priority. And historically endemic countries, which face disadvantages that compound potential harms from monkeypox, should be the first recipients of such vaccines. Once sufficient supply is allocated for countries to apply PEPV, global allocation could move on to pre-exposure prophylaxis (PrEP), again prioritizing historically endemic countries first before distribution to the rest of the global community, based on projected number of cases and vulnerability to harm.",Fair priority model; Global Health; Monkeypox; Monkeypox vaccines; Mpox; PEPV; PreP; Vaccine allocation,Journal Article,"[MeSH] Humans; [MeSH] Mpox, Monkeypox; [MeSH] Post-Exposure Prophylaxis; [MeSH] Pre-Exposure Prophylaxis; [MeSH] Vaccines; [MeSH] Vulnerable Populations"
38801575,Type I Interferon: Monkeypox/Mpox Viruses Achilles Heel?,"Jacqueline Williams, James Bonner, Karen Kibler, Bertram L Jacobs",Advances in experimental medicine and biology. 2024. doi: 10.1007/978-3-031-57165-7_8..,Williams,Advances in experimental medicine and biology,2024,2024/01/01,,,10.1007/978-3-031-57165-7_8,"Poxviruses are notorious for having acquired/evolved numerous genes to counteract host innate immunity. Chordopoxviruses have acquired/evolved at least three different inhibitors of host necroptotic death: E3, which blocks ZBP1-dependent necroptotic cell death, and vIRD and vMLKL that inhibit necroptosis downstream of initial cell death signaling. While this suggests the importance of the necroptotic cell death pathway in inhibiting chordopoxvirus replication, several chordopoxviruses have lost one or more of these inhibitory functions. Monkeypox/mpox virus (MPXV) has lost a portion of the N-terminus of its E3 homologue. The N-terminus of the vaccinia virus E3 homologue serves to inhibit activation of the interferon-inducible antiviral protein, ZBP1. This likely makes MPXV unique among the orthopoxviruses in being sensitive to interferon (IFN) treatment in many mammals, including humans, which encode a complete necroptotic cell death pathway. Thus, IFN sensitivity may be the Achille's Heel for viruses like MPXV that cannot fully inhibit IFN-inducible, ZBP1-dependent antiviral pathways.",Interferon; Monkeypox/mpox virus; Orthopoxviruses; RIPK3 (receptor-interacting protein kinase 3); Z-DNA; Z-RNA; ZBP1 (Z-DNA-binding protein 1),Journal Article; Review,"[MeSH] Humans; [MeSH] Animals; [MeSH] Interferon Type I; [MeSH] Viral Proteins; [MeSH] Monkeypox virus; [MeSH] Immunity, Innate; [MeSH] Necroptosis; [MeSH] Signal Transduction; [MeSH] Mpox, Monkeypox"
37120261,Fair domestic allocation of monkeypox virus countermeasures.,"Govind Persad, R J Leland, Trygve Ottersen, Henry S Richardson, Carla Saenz, G Owen Schaefer, Ezekiel J Emanuel",The Lancet. Public health. 2023. doi: 10.1016/S2468-2667(23)00061-0..,Persad,The Lancet. Public health,2023,2023/05/01,,,10.1016/S2468-2667(23)00061-0,"Countermeasures for mpox (formerly known as monkeypox), primarily vaccines, have been in limited supply in many countries during outbreaks. Equitable allocation of scarce resources during public health emergencies is a complex challenge. Identifying the objectives and core values for the allocation of mpox countermeasures, using those values to provide guidance for priority groups and prioritisation tiers, and optimising allocation implementation are important. The fundamental values for the allocation of mpox countermeasures are: preventing death and illness; reducing the association between death or illness and unjust disparities; prioritising those who prevent harm or mitigate disparities; recognising contributions to combating an outbreak; and treating similar individuals similarly. Ethically and equitably marshalling available countermeasures requires articulating these fundamental objectives, identifying priority tiers, and recognising trade-offs between prioritising the people at the highest risk of infection and the people at the highest risk of harm if infected. These five values can provide guidance on preferable priority categories for a more ethically sound response and suggest methods for optimising allocation of countermeasures for mpox and other diseases for which countermeasures are in short supply. Properly marshalling available countermeasures will be crucial for future effective and equitable national responses to outbreaks.","[MeSH] Humans; [MeSH] Monkeypox virus; [MeSH] Mpox, Monkeypox; [MeSH] Disease Outbreaks; [MeSH] Public Health",Journal Article; Review,"[MeSH] Humans; [MeSH] Monkeypox virus; [MeSH] Mpox, Monkeypox; [MeSH] Disease Outbreaks; [MeSH] Public Health"
37101419,"Mpox: epidemiology, clinical manifestations and recent developments in treatment and prevention.","Nikil Selvaraj, Shreya Shyam, Puvin Dhurairaj, Kaviarasan Thiruselvan, Akil Thiruselvan, Yochana Kancherla, Pritika Kandamaran",Expert review of anti-infective therapy. 2023. doi: 10.1080/14787210.2023.2208346..,Selvaraj,Expert review of anti-infective therapy,2023,2023/05/03,,,10.1080/14787210.2023.2208346,"INTRODUCTION: The 2022 Mpox outbreak is the largest viral outbreak recorded outside of Africa. The recent rise in human outbreaks has led to the perception that Mpox, an emerging zoonotic disease, has potential for epidemic spread. Healthcare practitioners are familiarizing themselves with the varied clinical manifestations and therapeutic approaches for this virus while public health organizations seek to limit the outbreak and treat those affected. In light of the worldwide upsurge, we have assembled a review on Mpox to streamline information access for healthcare professionals. AREAS COVERED: Within this article, you will find an overview outlining the virology, epidemiology, symptoms, diagnosis, and management of Mpox. Furthermore, we provide an analysis of Mpox infective mechanisms and management strategies for children and adolescents in the current literature. EXPERT OPINION: The spread of Mpox to non-endemic regions has elicited public alarm due to the lack of easily available information regarding the virus. While we continue to understand Mpox and its possible evolution increased education and knowledge among the public and healthcare providers is crucial. Through the creation of reviews that compile crucial information into a centralized location, we can assist in lessening the harmful effects of the virus through caution and education.",Mpox; Mpox virus; clinical manifestations; epidemic; prevention; treatment,Review; Journal Article,"[MeSH] Adolescent; [MeSH] Child; [MeSH] Animals; [MeSH] Humans; [MeSH] Mpox, Monkeypox; [MeSH] Zoonoses; [MeSH] Public Health; [MeSH] Educational Status; [MeSH] Africa"
38994460,Monkeypox infection and pregnancy in lower and middle-income countries: Precautions & recommendations.,"Omar Abu-Azzam, Mohammad Abu-Jeyyab, Mohammad Daradkeh, Sadeen Zein Eldeen, Saja Zuaiter, Mohammad Al-Mseadeen, Amer Sindiani, Eman Alshdaifat",Revista brasileira de ginecologia e obstetricia : revista da Federacao Brasileira das Sociedades de Ginecologia e Obstetricia. 2024. doi: 10.61622/rbgo/2024rbgo54..,Abu-Azzam,Revista brasileira de ginecologia e obstetricia : revista da Federacao Brasileira das Sociedades de Ginecologia e Obstetricia,2024,2024/06/27,,,10.61622/rbgo/2024rbgo54,"Monkeypox (MPX), an orthopoxviral disease endemic in Africa, is now a public health emergency of international concern (PHEIC) as declared by the World Health Organization in July 2023. Although it is generally mild, the overall case fatality rate was reported to be 3%, and the basic reproduction number (R0) is > 1 in men who have sex with men (MSM, i.e., Portugal (1.4), the United Kingdom (1.6), and Spain (1.8)). However, R0 is < 1 in other settings. In concordance with the smallpox virus, it is also expected to increase the risk of adverse outcomes for both the mother and the fetus. The outcomes of the disease in an immunocompromised state of pregnancy are scary, showing high mortality and morbidity of both mother and fetus, with up to a 75% risk of fetal side effects and a 25% risk of severe maternal diseases. Therefore, it warrants timely diagnosis and intervention. The reverse transcription polymerase chain reaction (RT PCR) test is the standard approach to diagnosis. We summarized the recent findings of MPX on pregnancy, and the associated risk factors. We also give recommendations for active fetal surveillance, perinatal care, and good reporting to improve outcomes. The available vaccines have shown promise for primary disease prevention.","Epidemiology; Monkeypox; Orthopoxvirus; Perinatal care; Pregnancy complications, infectious",Journal Article; Review,"[MeSH] Humans; [MeSH] Pregnancy; [MeSH] Female; [MeSH] Pregnancy Complications, Infectious; [MeSH] Mpox, Monkeypox; [MeSH] Developing Countries"
39043012,"Profiling of viral load, antibody and inflammatory response of people with monkeypox during hospitalization: a prospective longitudinal cohort study in China.","Li Guo, Rui Song, Qiao Zhang, Danyang Li, Lan Chen, Meiyu Fang, Yan Xiao, Xinming Wang, Yanan Li, Ru Gao, Zimeng Liu, Xiaoyou Chen, Zhixia Gu, Hongxin Zhao, Jingchuan Zhong, Xueqi Chi, Guanying Wang, Yuanyuan Zhang, Ning Han, Ronghua Jin, Lili Ren, Jianwei Wang",EBioMedicine. 2024. doi: 10.1016/j.ebiom.2024.105254..,Guo,EBioMedicine,2024,2024/07/23,,,10.1016/j.ebiom.2024.105254,"BACKGROUND: The dynamics of viral shedding and the specific humoral response against monkeypox virus (MPXV) have not been well characterized in patients across their disease course during hospitalisation. The aim of this study was to determine the viral load and the levels of antibodies against MPXV using longitudinal paired-collected samples from hospitalized patients. METHODS: Patients who were hospitalised with mpox were recruited at Beijing Ditan Hospital Capital Medical University in China between June 2 and September 23, 2023. Paired samples, including samples from skin lesions, the oropharynx, saliva, faeces, urine, plasma, and serum, were serially collected at days 1, 3, 7, and 14 after admission until discharge. Not all of the patients had samples obtained at all of the timepoints. All the samples were analysed via quantitative PCR. Virus isolation was performed by using clinical samples and Vero cells. The presence of IgM, IgA, IgG, and neutralising antibodies (NAbs) against MPXV was evaluated. The first collected plasma sample was taken when the patient was hospitalised, and the levels of cytokines and chemokines were measured in the sample. The demographic data, smallpox vaccination status, history of known exposure to MPVX, HIV status and other clinical data were collected using a standard case report form. FINDINGS: A total of 510 specimens were serially collected from 39 recruited people with mpox. Among all the samples, the skin lesions had the highest viral DNA detection rates and viral loads, and the saliva samples had the second highest rates and viral loads. One day before discharge, 85% of the dry scrabs (median Ct 28.2, range 19.0-38.3) and 70% of the saliva samples (median Ct 32.4, range 24.5-38.1) were positive for viral DNA, Of which, 23.1% of dry scrabs were positive in viral culture. The rate of viral DNA detection in the oropharyngeal, saliva, and faecal samples decreased with time, while the rates in the plasma, serum, and urine samples increased quickly before 10 days post symptom onset (PSO). The median days of appearance of MPXV-IgM, MPXV-IgA, MPXV-IgG, and NAb were at 8 (interquartile range [IQR] 7-9), 9 (7-10), 12 (9-15), and 12 (9-15) PSO, respectively. The IgM, IgA, IgG, and NAb titres increased with time. Between days 11 and 21 PSO, the NAb titres were lower in people living with HIV (PWH) than in people living without HIV (PWOH). Increased NAb titres were associated with decreased viral loads in the saliva (r = 0.28, p = 0.025), faeces (r = 0.35, p = 0.021), plasma (r = 0.30, p = 0.0044), and serum samples (r = 0.37, p = 0.001). Compared with PWOH, PWH had higher plasma levels of MIP-1α, MIP-1β, G-CSF, IL-4, and FGF-basic. INTERPRETATION: The high positive viral culture rate of clinical samples of patients when they are discharged from the hospital indicates that effective public health management strategies are needed for people with mpox. The low NAb titres and high levels of cytokines in PWH shows that earlier treatment is needed to control inflammation in high-risk populations. FUNDING: National Natural Science Foundation of China, Chinese Academy of Medical Sciences, Fundamental Research Funds for the Central Universities for Peking Union Medical College, National Key R&D Program of China.",Antibody; Cytokines; Monkeypox virus; Temporal changes; Viral load,Journal Article,"[MeSH] Adolescent; [MeSH] Adult; [MeSH] Aged; [MeSH] Female; [MeSH] Humans; [MeSH] Male; [MeSH] Middle Aged; [MeSH] Young Adult; [MeSH] Antibodies, Neutralizing; [MeSH] Antibodies, Viral; [MeSH] China; [MeSH] Cytokines; [MeSH] Hospitalization; [MeSH] Inflammation; [MeSH] Longitudinal Studies; [MeSH] Monkeypox virus; [MeSH] Mpox, Monkeypox; [MeSH] Prospective Studies; [MeSH] Viral Load; [MeSH] Virus Shedding"
